C1.txt,1.03942e+06,100.172,4,1,491
C1.txt,380934,100.332,4,2,2407
C1.txt,760532,100.54,4,3,10437
C1.txt,428709,100.716,4,4,32627
C1.txt,315490,83.4378,4,5,3170
C1.txt,523604,85.9862,4,6,2340
C1.txt,325106,87.244,4,7,845
C1.txt,301193,88.9893,4,8,2
C1.txt,528428,82.7532,4,9,10
C1.txt,353773,83.9809,4,10,0
C1.txt,261285,79.1107,4,11,0
C1.txt,486632,74.6563,4,12,0
C1.txt,440054,84.8415,4,13,0
C1.txt,495842,74.7621,4,14,0
C1.txt,259761,77.3662,4,15,0
C1.txt,276915,76.2812,4,16,0
C1.txt,328937,80.1958,4,17,0
C1.txt,299788,80.2054,4,18,0
C1.txt,309115,70.6053,4,19,0
C1.txt,335780,79.7544,4,20,0
C1.txt,279739,71.424,4,21,0
C1.txt,383097,77.7129,4,22,0
C1.txt,345678,77.4214,4,23,0
C1.txt,306582,74.1201,4,24,0
C1.txt,325959,68.8147,4,25,0
