0.1247,0.0129,0.0396,-0.0109,-0.0319
0.2717,0.1766,0.1215,0.1837,0.0715
0.0007,-0.0623,-0.1005,-0.1525,-0.0876
0.0248,0.0370,-0.0204,0.0340,0.0040
0.2638,0.0649,0.0630,0.0212,0.0053
0.2340,0.1390,-0.0628,0.0022,0.0082
0.1018,0.1115,0.0479,0.0627,0.1490
0.0527,0.2733,0.2431,0.0900,-0.0256
0.1762,0.1051,0.0955,0.0759,0.0639
0.1961,0.1033,0.3406,0.1079,0.1384
0.4342,0.3068,0.1104,0.1341,0.2281
0.1612,0.1272,0.1405,0.0139,0.1052
0.6846,0.1861,0.1667,0.1091,0.0309
0.2893,0.2258,0.0742,0.1363,0.1171
0.2004,0.1591,0.0350,-0.0114,-0.0387
,-0.1519,-0.1492,-0.1577,-0.2431
0.1386,0.0653,0.0723,0.2098,0.1995
1.7176,0.0600,0.0445,-0.0477,-0.0002
1.1784,15.1098,0.3581,0.2694,0.0086
,1.8130,-0.1360,-0.1467,-0.1534
0.1945,0.1522,0.1438,0.0787,0.0392
,1.1108,0.6581,0.1598,0.1707
0.3906,0.3884,0.2667,0.2190,0.1861
,0.2658,0.1707,0.2062,0.1966
,1.1066,0.4943,0.7474,0.3525
