A6.txt,1456,11346,12832,0
A7.txt,1344,9990,11376,0
A8.txt,1232,8408,9696,0
A9.txt,1232,8408,9696,0
A10.txt,1344,9764,11152,0
B6.txt,1120,5380,6640,0
B7.txt,2128,16680,18848,0
B8.txt,2464,21200,23664,0
B9.txt,1904,14420,16384,0
B10.txt,2128,16680,18848,0
C6.txt,3136,26760,29904,0
C7.txt,2464,18624,21168,0
C8.txt,3136,27438,30576,0
C9.txt,3248,28568,31808,0
C10.txt,3472,32410,35840,0
D6.txt,4704,47236,51824,0
D7.txt,3808,33450,37264,0
D8.txt,4592,45880,50368,0
D9.txt,3920,32998,36928,0
D10.txt,4368,41134,45440,0
E6.txt,4704,47508,52208,0
E7.txt,5152,46830,51984,0
E8.txt,6048,59260,65200,0
E9.txt,5040,44118,49184,0
E10.txt,4928,42762,47728,0
